word,kana,ipa,origin
割り箸,ワリバシ,ɰaɾibaɕi,和
ＩＱ,アイキュー,aikʲɯː,記号
アルゴリズム,アルゴリズム,aɾɯɡoɾizɯmɯ,外
アンドレ,アンドレ,andoɾe,固
イイ,イイ,iː,固
イオウ,イオウ,ioː,固
イシガキ,イシガキ,iɕiɡaki,固
一堂,イチドウ,it͡ɕidoː,漢
伊呂波,イロハ,iɾoha,和
インドシナ,インドシナ,indoɕina,固
各県,カクケン,kakɯkeɴ,漢
完売,カンバイ,kambai,漢
願,ガン,ɡaɴ,漢
奇数,キスウ,kisɯː,漢
恍惚,コウコツ,koːkot͡sɯ,漢
獄中,ゴクチュウ,ɡokɯt͡ɕɯː,漢
サスペンス,サスペンス,sasɯpeɰ̃sɯ,外
失墜,シッツイ,ɕitt͡sɯi,漢
洒落,シャレ,ɕaɾe,和
白ける,シラケル,ɕiɾakeɾɯ,和
増改築,ゾウカイチク,zoːkait͡ɕikɯ,漢
大群,タイグン,taiɡɯɴ,漢
棚田,タナダ,tanada,和
譚,タン,taɴ,漢
大同,ダイドウ,daidoː,漢
出し入れ,ダシイレ,daɕiːɾe,和
長文,チョウブン,t͡ɕoːbɯɴ,漢
天災,テンサイ,teɰ̃sai,漢
棟梁,トウリョウ,toːɾʲoː,漢
ハセ,ハセ,hase,固
ハチジョウ,ハチジョウ,hat͡ɕiʑoː,固
ババ,ババ,baba,固
仄々,ホノボノ,honobono,和
満席,マンセキ,maɰ̃seki,漢
ミツクニ,ミツクニ,mit͡sɯkɯɲi,固
ムコウジマ,ムコウジマ,mɯkoːʑima,固
山芋,ヤマイモ,jamaimo,和
優に,ユウニ,jɯːɲi,混
ヨネクラ,ヨネクラ,jonekɯɾa,固
蓬,ヨモギ,jomoɡi,和
アカセガワ,アカセガワ,akaseɡaɰa,固
アキヒト,アキヒト,akiçito,固
抗う,アラガウ,aɾaɡaɯ,和
慰労,イロウ,iɾoː,漢
渦巻き,ウズマキ,ɯzɯmaki,和
開校,カイコウ,kaikoː,漢
カラーリング,カラーリング,kaɾaːɾiŋɡɯ,外
勧業,カンギョウ,kaŋɡʲoː,漢
気運,キウン,kiɯɴ,漢
客船,キャクセン,kʲakɯseɴ,漢
海月,クラゲ,kɯɾaɡe,和
原野,ゲンヤ,ɡeɰ̃ja,漢
下見,シタミ,ɕitami,和
シャクジイ,シャクジイ,ɕakɯʑiː,固
ジュウゾウ,ジュウゾウ,d͡ʑɯːzoː,固
スカ,スカ,sɯka,外
筋道,スジミチ,sɯʑimit͡ɕi,和
図版,ズハン,d͡zɯhaɴ,漢
成否,セイヒ,seːçi,漢
精油,セイユ,seːjɯ,漢
セルビア,セルビア,seɾɯbia,固
送球,ソウキュウ,soːkʲɯː,漢
突き落とす,ツキオトス,t͡sɯkiotosɯ,和
償い,ツグナイ,t͡sɯɡɯnai,和
手間取る,テマドル,temadoɾɯ,和
トヨハシ,トヨハシ,tojohaɕi,固
取り乱す,トリミダス,toɾimidasɯ,和
ナルセ,ナルセ,naɾɯse,固
難題,ナンダイ,nandai,漢
波乱,ハラン,haɾaɴ,漢
春雨,ハルサメ,haɾɯsame,和
飯,ハン,haɴ,漢
ハープ,ハープ,haːpɯ,外
バン,バン,baɴ,固
吹き抜ける,フキヌケル,ɸɯkinɯkeɾɯ,和
文壇,ブンダン,bɯndaɴ,漢
離宮,リキュウ,ɾikʲɯː,漢
理工,リコウ,ɾikoː,漢
遺児,イジ,iʑi,漢
疣,イボ,ibo,和
追い求める,オイモトメル,oimotomeɾɯ,和
思いの外,オモイノホカ,omoinohoka,和
冠する,カンスル,kaɰ̃sɯɾɯ,混
キンダイチ,キンダイチ,kindait͡ɕi,固
クニコ,クニコ,kɯɲiko,固
隈無く,クマナク,kɯmanakɯ,和
口論,コウロン,koːɾoɴ,漢
コラボ,コラボ,koɾabo,外
ごつい,ゴツイ,ɡot͡sɯi,和
漆黒,シッコク,ɕikkokɯ,漢
修験,シュゲン,ɕɯɡeɴ,漢
商用,ショウヨウ,ɕoːjoː,漢
書評,ショヒョウ,ɕoçʲoː,漢
白川,シラカワ,ɕiɾakaɰa,固
ジェシカ,ジェシカ,d͡ʑieɕika,固
随一,ズイイチ,d͡zɯiːt͡ɕi,漢
節度,セツド,set͡sɯdo,漢
戦慄,センリツ,senɾit͡sɯ,漢
体当たり,タイアタリ,taiataɾi,混
叩き込む,タタキコム,tatakikomɯ,和
チズコ,チズコ,t͡ɕizɯko,固
追撃,ツイゲキ,t͡sɯiɡeki,漢
詰め掛ける,ツメカケル,t͡sɯmekakeɾɯ,和
適宜,テキギ,tekiɡi,漢
生臭い,ナマグサイ,namaɡɯsai,和
人相,ニンソウ,ɲiĩsoː,漢
ＢＩＯＳ,バイオス,baiosɯ,記号
晩秋,バンシュウ,baɰ̃ɕɯː,漢
偏に,ヒトエニ,çitoeɲi,和
独り歩き,ヒトリアルキ,çitoɾiaɾɯki,和
ピープル,ピープル,piːpɯɾɯ,外
ぶつかり合う,ブツカリアウ,bɯt͡sɯkaɾiaɯ,和
本籍,ホンセキ,hoɰ̃seki,漢
真心,マゴコロ,maɡokoɾo,和
マサ,マサ,masa,固
水木,ミズキ,mizɯki,和
明暗,メイアン,meːaɴ,漢
明太,メンタイ,mentai,外
門人,モンジン,mond͡ʑiɴ,漢
ＵＶ,ユーブイ,jɯːbɯi,記号
幼年,ヨウネン,joːneɴ,漢
ヨコタ,ヨコタ,jokota,固
ラック,ラック,ɾakkɯ,外
律儀,リチギ,ɾit͡ɕiɡi,漢
輪廻,リンネ,ɾinne,漢
言い伝え,イイツタエ,iːt͡sɯtae,和
エコロジー,エコロジー,ekoɾoʑiː,外
ＡＬＴ,エーエルティー,eːeɾɯteːi,記号
音読,オンドク,ondokɯ,漢
片目,カタメ,katame,和
カープ,カープ,kaːpɯ,外
灸,キュウ,kʲɯː,漢
強豪,キョウゴウ,kʲoːɡoː,漢
牛丼,ギュウドン,ɡʲɯːdoɴ,混
枸櫞,クエン,kɯeɴ,漢
繰り入れ,クリイレ,kɯɾiːɾe,和
刳り抜く,クリヌク,kɯɾinɯkɯ,和
厳禁,ゲンキン,ɡeŋkiɴ,漢
コネクター,コネクター,konekɯtaː,外
コロニー,コロニー,koɾoɲiː,外
仕留める,シトメル,ɕitomeɾɯ,和
自爆,ジバク,d͡ʑibakɯ,漢
上官,ジョウカン,d͡ʑoːkaɴ,漢
折衷,セッチュウ,sett͡ɕɯː,漢
そごう,ソゴウ,soɡoː,固
立ち,タチ,tat͡ɕi,和
ダイオード,ダイオード,daioːdo,外
着想,チャクソウ,t͡ɕakɯsoː,漢
テンアンモン,テンアンモン,teɰ̃ammoɴ,固
天道,テントウ,tentoː,漢
東宮,トウグウ,toːɡɯː,漢
ナツキ,ナツキ,nat͡sɯki,固
習い事,ナライゴト,naɾaiɡoto,和
ヌーボー,ヌーボー,nɯːboː,外
発案,ハツアン,hat͡sɯaɴ,漢
母方,ハハカタ,hahakata,和
ばつ,バツ,bat͡sɯ,漢
ヒミコ,ヒミコ,çimiko,固
ぶっきらぼう,ブッキラボウ,bɯkkiɾaboː,混
ポップ,ポップ,poppɯ,外
満塁,マンルイ,manɾɯi,漢
ミズキ,ミズキ,mizɯki,固
命日,メイニチ,meːɲit͡ɕi,漢
冥福,メイフク,meːɸɯkɯ,漢
粗,アラ,aɾa,和
会食,カイショク,kaiɕokɯ,漢
各界,カッカイ,kakkai,漢
皮切り,カワキリ,kaɰakiɾi,和
ガーデニング,ガーデニング,ɡaːdeɲiŋɡɯ,外
クリエーティブ,クリエーティブ,kɯɾieːteːbɯ,外
頸,ケイ,keː,漢
迎撃,ゲイゲキ,ɡeːɡeki,漢
好色,コウショク,koːɕokɯ,漢
始発,シハツ,ɕihat͡sɯ,漢
癪,シャク,ɕakɯ,漢
扇動,センドウ,sendoː,漢
族,ゾク,zokɯ,漢
退任,タイニン,taiɲiɴ,漢
怠慢,タイマン,taimaɴ,漢
高らか,タカラカ,takaɾaka,和
血塗れ,チマミレ,t͡ɕimamiɾe,和
ちゃる,チャル,t͡ɕaɾɯ,和
痛風,ツウフウ,t͡sɯːɸɯː,漢
テナント,テナント,tenanto,外
トレーン,トレーン,toɾeːɴ,外
蔑ろ,ナイガシロ,naiɡaɕiɾo,和
擬える,ナゾラエル,nazoɾaeɾɯ,和
ナツキ,ナツキ,nat͡sɯki,固
ニシオカ,ニシオカ,ɲiɕioka,固
ネル,ネル,neɾɯ,外
乗り入れる,ノリイレル,noɾiːɾeɾɯ,和
畔,ハン,haɴ,漢
プレース,プレース,pɯɾeːsɯ,外
ポルシェ,ポルシェ,poɾɯɕie,固
マエノ,マエノ,maeno,固
魔王,マオウ,maoː,漢
松林,マツバヤシ,mat͡sɯbajaɕi,和
回し,マワシ,maɰaɕi,和
見切る,ミキル,mikiɾɯ,和
持ち堪える,モチコタエル,mot͡ɕikotaeɾɯ,和
宿す,ヤドス,jadosɯ,和
羊毛,ヨウモウ,joːmoː,漢
擁立,ヨウリツ,joːɾit͡sɯ,漢
ライカ,ライカ,ɾaika,固
若衆,ワカシュ,ɰakaɕɯ,混
アウトレット,アウトレット,aɯtoɾetto,外
イワクニ,イワクニ,iɰakɯɲi,固
エフェクト,エフェクト,eɸɯekɯto,外
エレメント,エレメント,eɾemento,外
片,カタ,kata,和
カツミ,カツミ,kat͡sɯmi,固
カネモト,カネモト,kanemoto,固
気長,キナガ,kinaɡa,混
決起,ケッキ,kekki,漢
嫌疑,ケンギ,keŋɡi,漢
顕彰,ケンショウ,keɰ̃ɕoː,漢
公司,コウシ,koːɕi,漢
ゴッド,ゴッド,ɡoddo,外
蔑む,サゲスム,saɡesɯmɯ,和
設える,シツラエル,ɕit͡sɯɾaeɾɯ,和
習俗,シュウゾク,ɕɯːzokɯ,漢
小銃,ショウジュウ,ɕoːʑɯː,漢
シンイチロウ,シンイチロウ,ɕiĩit͡ɕiɾoː,固
持病,ジビョウ,d͡ʑibʲoː,漢
上方,ジョウホウ,d͡ʑoːhoː,漢
勢揃い,セイゾロイ,seːzoɾoi,混
即日,ソクジツ,sokɯʑit͡sɯ,漢
ダイバー,ダイバー,daibaː,外
ダミー,ダミー,damiː,外
テルオ,テルオ,teɾɯo,固
天平,テンピョウ,tempʲoː,固
トイレット,トイレット,toiɾetto,外
トツカ,トツカ,tot͡sɯka,固
トレーラー,トレーラー,toɾeːɾaː,外
剥げる,ハゲル,haɡeɾɯ,和
東ドイツ,ヒガシドイツ,çiɡaɕidoit͡sɯ,固
卑屈,ヒクツ,çikɯt͡sɯ,漢
フォーマル,フォーマル,ɸɯoːmaɾɯ,外
メッセ,メッセ,messe,外
ヤマガタ,ヤマガタ,jamaɡata,固
ユキヒロ,ユキヒロ,jɯkiçiɾo,固
揺らぎ,ユラギ,jɯɾaɡi,和
養分,ヨウブン,joːbɯɴ,漢
両社,リョウシャ,ɾʲoːɕa,漢
アキバ,アキバ,akiba,固
海豹,アザラシ,azaɾaɕi,和
足腰,アシコシ,aɕikoɕi,和
アトム,アトム,atomɯ,外
溢れ出る,アフレデル,aɸɯɾedeɾɯ,和
異人,イジン,iʑiɴ,漢
恨めしい,ウラメシイ,ɯɾameɕiː,和
下り物,オリモノ,oɾimono,和
花,カ,ka,漢
陰り,カゲリ,kaɡeɾi,和
重ね,カサネ,kasane,和
カブキチョウ,カブキチョウ,kabɯkit͡ɕoː,固
枯れ葉,カレハ,kaɾeha,和
観衆,カンシュウ,kaɰ̃ɕɯː,漢
カースト,カースト,kaːsɯto,外
草刈り,クサカリ,kɯsakaɾi,和
クラモト,クラモト,kɯɾamoto,固
撃沈,ゲキチン,ɡekit͡ɕiɴ,漢
酷,コク,kokɯ,漢
笹身,ササミ,sasami,和
沈み込む,シズミコム,ɕizɯmikomɯ,和
謝礼,シャレイ,ɕaɾeː,漢
ＣＴＲＬ,シーティーアールエル,ɕiːteːiaːɾɯeɾɯ,記号
スクラップ,スクラップ,sɯkɯɾappɯ,外
戦況,センキョウ,seŋkʲoː,漢
全権,ゼンケン,zeŋkeɴ,漢
即効,ソッコウ,sokkoː,漢
ソテー,ソテー,soteː,外
退出,タイシュツ,taiɕɯt͡sɯ,漢
中産,チュウサン,t͡ɕɯːsaɴ,漢
散らかる,チラカル,t͡ɕiɾakaɾɯ,和
連れ去る,ツレサル,t͡sɯɾesaɾɯ,和
堂々,ドウドウ,doːdoː,漢
ナット,ナット,natto,外
名札,ナフダ,naɸɯda,和
人夫,ニンプ,ɲimpɯ,漢
パイオニア,パイオニア,paioɲia,外
フジサワ,フジサワ,ɸɯʑisaɰa,固
法王,ホウオウ,hoːoː,漢
忘却,ボウキャク,boːkʲakɯ,漢
ミニバン,ミニバン,miɲibaɴ,外
メディカル,メディカル,medeːkaɾɯ,外
ユズル,ユズル,jɯzɯɾɯ,固
雷鳴,ライメイ,ɾaimeː,漢
理系,リケイ,ɾikeː,漢
リバウンド,リバウンド,ɾibaɯndo,外
ウィリー,ウィリー,ɯiɾiː,固
エコノミー,エコノミー,ekonomiː,外
演目,エンモク,emmokɯ,漢
飼い,カイ,kai,和
買い得,カイドク,kaidokɯ,混
罹る,カカル,kakaɾɯ,和
書き替え,カキカエ,kakikae,和
家財,カザイ,kazai,漢
芳しい,カンバシイ,kambaɕiː,和
我楽多,ガラクタ,ɡaɾakɯta,和
机上,キジョウ,kiʑoː,漢
クレヨン,クレヨン,kɯɾejoɴ,外
軍医,グンイ,ɡɯɰ̃i,漢
肢体,シタイ,ɕitai,漢
収量,シュウリョウ,ɕɯːɾʲoː,漢
新卒,シンソツ,ɕiĩsot͡sɯ,漢
城跡,ジョウセキ,d͡ʑoːseki,漢
拗ねる,スネル,sɯneɾɯ,和
擂り鉢,スリバチ,sɯɾibat͡ɕi,混
備え付け,ソナエツケ,sonaet͡sɯke,和
聳え立つ,ソビエタツ,sobietat͡sɯ,和
たじろぐ,タジログ,taʑiɾoɡɯ,和
襷,タスキ,tasɯki,和
ＴＡ,ティーエー,teːieː,記号
遠出,トオデ,toːde,和
繁雑,ハンザツ,hanzat͡sɯ,漢
バッファロー,バッファロー,baɸɸɯaɾoː,外
悲哀,ヒアイ,çiai,漢
漂着,ヒョウチャク,çʲoːt͡ɕakɯ,漢
鰭,ヒレ,çiɾe,和
弗素,フッソ,ɸɯsso,混
ブロンズ,ブロンズ,bɯɾond͡zɯ,外
分団,ブンダン,bɯndaɴ,漢
ホープ,ホープ,hoːpɯ,外
マツバラ,マツバラ,mat͡sɯbaɾa,固
御堂,ミドウ,midoː,混
浮腫む,ムクム,mɯkɯmɯ,和
メラニン,メラニン,meɾaɲiɴ,外
ヨシザワ,ヨシザワ,joɕizaɰa,固
寄り道,ヨリミチ,joɾimit͡ɕi,和
離散,リサン,ɾisaɴ,漢
隣家,リンカ,ɾiŋka,漢
冷淡,レイタン,ɾeːtaɴ,漢
レファレンス,レファレンス,ɾeɸɯaɾeɰ̃sɯ,外
割り勘,ワリカン,ɰaɾikaɴ,混
以北,イホク,ihokɯ,漢
右岸,ウガン,ɯɡaɴ,漢
ＡＢＣ,エービーシー,eːbiːɕiː,固
オクムラ,オクムラ,okɯmɯɾa,固
嘉永,カエイ,kaeː,固
既,キ,ki,漢
救難,キュウナン,kʲɯːnaɴ,漢
局地,キョクチ,kʲokɯt͡ɕi,漢
減ずる,ゲンズル,ɡend͡zɯɾɯ,混
国力,コクリョク,kokɯɾʲokɯ,漢
サイバー,サイバー,saibaː,外
差し控える,サシヒカエル,saɕiçikaeɾɯ,和
シチリア,シチリア,ɕit͡ɕiɾia,固
シュウゾウ,シュウゾウ,ɕɯːzoː,固
常緑,ジョウリョク,d͡ʑoːɾʲokɯ,漢
遷都,セント,sento,漢
損する,ソンスル,soɰ̃sɯɾɯ,混
低廉,テイレン,teːɾeɴ,漢
ディスコ,ディスコ,deːsɯko,外
樋,トイ,toi,和
取って置き,トッテオキ,totteoki,和
同課,ドウカ,doːka,漢
ドール,ドール,doːɾɯ,外
日弁連,ニチベンレン,ɲit͡ɕibenɾeɴ,固
願い事,ネガイゴト,neɡaiɡoto,和
ノエル,ノエル,noeɾɯ,固
反芻,ハンスウ,haɰ̃sɯː,漢
引き落とし,ヒキオトシ,çikiotoɕi,和
菱,ヒシ,çiɕi,和
ひたむき,ヒタムキ,çitamɯki,和
平伏す,ヒレフス,çiɾeɸɯsɯ,和
病害虫,ビョウガイチュウ,bʲoːɡait͡ɕɯː,漢
ぴた,ピタ,pita,和
風化,フウカ,ɸɯːka,漢
傍観,ボウカン,boːkaɴ,漢
マスオ,マスオ,masɯo,固
マドンナ,マドンナ,madonna,外
マミ,マミ,mami,固
焼餅,ヤキモチ,jakimot͡ɕi,和
薬味,ヤクミ,jakɯmi,漢
安っぽい,ヤスッポイ,jasɯppoi,和
ライティング,ライティング,ɾaiteːŋɡɯ,外
リベンジ,リベンジ,ɾibend͡ʑi,外
両軍,リョウグン,ɾʲoːɡɯɴ,漢
アキモト,アキモト,akimoto,固
遊び心,アソビゴコロ,asobiɡokoɾo,和
イサミ,イサミ,isami,固
医大,イダイ,idai,漢
一塁,イチルイ,it͡ɕiɾɯi,漢
忌まわしい,イマワシイ,imaɰaɕiː,和
嫌々,イヤイヤ,ijaija,和
羽毛,ウモウ,ɯmoː,漢
上書き,ウワガキ,ɯɰaɡaki,和
追い返す,オイカエス,oikaesɯ,和
大股,オオマタ,oːmata,和
カオス,カオス,kaosɯ,外
夏期,カキ,kaki,漢
漢語,カンゴ,kaŋɡo,漢
寄稿,キコウ,kikoː,漢
金品,キンピン,kimpiɴ,漢
黄金色,コガネイロ,koɡaneːɾo,和
コクボ,コクボ,kokɯbo,固
最,サイ,sai,漢
サイクリング,サイクリング,saikɯɾiŋɡɯ,外
忍び寄る,シノビヨル,ɕinobijoɾɯ,和
しんなり,シンナリ,ɕinnaɾi,和
持久,ジキュウ,d͡ʑikʲɯː,漢
重油,ジュウユ,d͡ʑɯːjɯ,漢
住吉,スミヨシ,sɯmijoɕi,固
スモール,スモール,sɯmoːɾɯ,外
赤軍,セキグン,sekiɡɯɴ,漢
男優,ダンユウ,daɰ̃jɯː,漢
千鳥,チドリ,t͡ɕidoɾi,和
手品,テジナ,teʑina,和
ディスカッション,ディスカッション,deːsɯkaɕɕoɴ,外
道内,ドウナイ,doːnai,漢
ドナー,ドナー,donaː,外
二の腕,ニノウデ,ɲinoːde,混
人足,ニンソク,ɲiĩsokɯ,漢
寝起き,ネオキ,neoki,和
年輩,ネンパイ,nempai,漢
排する,ハイスル,haisɯɾɯ,混
範,ハン,haɴ,漢
パッチ,パッチ,patt͡ɕi,外
碑文,ヒブン,çibɯɴ,漢
フランシス,フランシス,ɸɯɾaɰ̃ɕisɯ,固
星々,ホシボシ,hoɕiboɕi,和
見窄らしい,ミスボラシイ,misɯboɾaɕiː,和
ミヤケ,ミヤケ,mijake,固
ミランダ,ミランダ,miɾanda,固
面食らう,メンクラウ,meŋkɯɾaɯ,混
模写,モシャ,moɕa,漢
窶れる,ヤツレル,jat͡sɯɾeɾɯ,和
用足し,ヨウタシ,joːtaɕi,混
用量,ヨウリョウ,joːɾʲoː,漢
ヨネザワ,ヨネザワ,jonezaɰa,固
霊感,レイカン,ɾeːkaɴ,漢
轆轤,ロクロ,ɾokɯɾo,漢
アイドリング,アイドリング,aidoɾiŋɡɯ,外
アルジェリア,アルジェリア,aɾɯʑieɾia,固
育種,イクシュ,ikɯɕɯ,漢
イングリッシュ,イングリッシュ,iŋɡɯɾiɕɕɯ,外
ウォッチング,ウォッチング,ɯott͡ɕiŋɡɯ,外
裏金,ウラガネ,ɯɾaɡane,和
オゼ,オゼ,oze,固
カイフ,カイフ,kaiɸɯ,固
建材,ケンザイ,kenzai,漢
コミヤ,コミヤ,komija,固
護岸,ゴガン,ɡoɡaɴ,漢
叱咤,シッタ,ɕitta,漢
締め切る,シメキル,ɕimekiɾɯ,和
小節,ショウセツ,ɕoːset͡sɯ,漢
食前,ショクゼン,ɕokɯzeɴ,漢
上辺,ジョウヘン,d͡ʑoːheɴ,漢
簾,スダレ,sɯdaɾe,和
精鋭,セイエイ,seːeː,漢
精巧,セイコウ,seːkoː,漢
戦中,センチュウ,sent͡ɕɯː,漢
チクゼン,チクゼン,t͡ɕikɯzeɴ,固
突き飛ばす,ツキトバス,t͡sɯkitobasɯ,和
筒,トウ,toː,漢
遠回り,トオマワリ,toːmaɰaɾi,和
涅槃,ネハン,nehaɴ,外
ハノイ,ハノイ,hanoi,固
悲嘆,ヒタン,çitaɴ,漢
日雇い,ヒヤトイ,çijatoi,和
ヒュー,ヒュー,çʲɯː,固
ピクチャー,ピクチャー,pikɯt͡ɕaː,外
暈かす,ボカス,bokasɯ,和
ミナ,ミナ,mina,固
目白,メジロ,meʑiɾo,和
レパートリー,レパートリー,ɾepaːtoɾiː,外
分け合う,ワケアウ,ɰakeaɯ,和
忘れ物,ワスレモノ,ɰasɯɾemono,和
合い言葉,アイコトバ,aikotoba,和
アカシ,アカシ,akaɕi,固
朝晩,アサバン,asabaɴ,混
押し出し,オシダシ,oɕidaɕi,和
囮,オトリ,otoɾi,和
奇異,キイ,kiː,漢
気さく,キサク,kisakɯ,混
キタノ,キタノ,kitano,固
咬合,コウゴウ,koːɡoː,漢
コンパス,コンパス,kompasɯ,外
作風,サクフウ,sakɯɸɯː,漢
集金,シュウキン,ɕɯːkiɴ,漢
自粛,ジシュク,d͡ʑiɕɯkɯ,漢
スカイライン,スカイライン,sɯkaiɾaiɴ,外
すらり,スラリ,sɯɾaɾi,和
ゼウス,ゼウス,zeɯsɯ,固
退陣,タイジン,taiʑiɴ,漢
退廃,タイハイ,taihai,漢
高み,タカミ,takami,和
短絡,タンラク,tanɾakɯ,漢
チョン,チョン,t͡ɕoɴ,固
賃料,チンリョウ,t͡ɕinɾʲoː,漢
トリミング,トリミング,toɾimiŋɡɯ,外
ドライヤー,ドライヤー,doɾaijaː,外
ナカガワ,ナカガワ,nakaɡaɰa,固
ナツコ,ナツコ,nat͡sɯko,固
懐こい,ナツコイ,nat͡sɯkoi,和
ニコラ,ニコラ,ɲikoɾa,固
日刊,ニッカン,ɲikkaɴ,漢
日朝,ニッチョウ,ɲitt͡ɕoː,漢
発給,ハッキュウ,hakkʲɯː,漢
発布,ハップ,happɯ,漢
跳ね返す,ハネカエス,hanekaesɯ,和
バスケ,バスケ,basɯke,外
バージン,バージン,baːʑiɴ,外
船乗り,フナノリ,ɸɯnanoɾi,和
ペンティアム,ペンティアム,penteːamɯ,固
ぽっ,ポッ,poʔ,和
俎板,マナイタ,manaita,和
見頃,ミゴロ,miɡoɾo,和
浮腫み,ムクミ,mɯkɯmi,和
ムラマツ,ムラマツ,mɯɾamat͡sɯ,固
ラバー,ラバー,ɾabaː,外
練,レン,ɾeɴ,漢
諫める,イサメル,isameɾɯ,和
ウエット,ウエット,ɯetto,外
塩,エン,eɴ,漢
怪,カイ,kai,漢
懐石,カイセキ,kaiseki,漢
下図,カズ,kazɯ,漢
学名,ガクメイ,ɡakɯmeː,漢
奇,キ,ki,漢
既得,キトク,kitokɯ,漢
くよくよ,クヨクヨ,kɯjokɯjo,和
競輪,ケイリン,keːɾiɴ,漢
気色,ケシキ,keɕiki,漢
解熱,ゲネツ,ɡenet͡sɯ,漢
験,ゲン,ɡeɴ,漢
公館,コウカン,koːkaɴ,漢
口語,コウゴ,koːɡo,漢
コウサク,コウサク,koːsakɯ,固
サミュエル,サミュエル,samʲɯeɾɯ,固
締め出す,シメダス,ɕimedasɯ,和
出征,シュッセイ,ɕɯsseː,漢
出獄,シュツゴク,ɕɯt͡sɯɡokɯ,漢
床,ショウ,ɕoː,漢
場内,ジョウナイ,d͡ʑoːnai,漢
素足,スアシ,sɯaɕi,和
立ち話,タチバナシ,tat͡ɕibanaɕi,和
度重なる,タビカサナル,tabikasanaɾɯ,和
トラップ,トラップ,toɾappɯ,外
取り止める,トリヤメル,toɾijameɾɯ,和
内服,ナイフク,naiɸɯkɯ,漢
寝巻き,ネマキ,nemaki,和
蔓延る,ハビコル,habikoɾɯ,和
ビュッフェ,ビュッフェ,bʲɯɸɸɯe,外
二股,フタマタ,ɸɯtamata,和
付注,フチュウ,ɸɯt͡ɕɯː,漢
フランコ,フランコ,ɸɯɾaŋko,固
変人,ヘンジン,hend͡ʑiɴ,漢
解れる,ホグレル,hoɡɯɾeɾɯ,和
本作,ホンサク,hoɰ̃sakɯ,漢
野性,ヤセイ,jaseː,漢
山積み,ヤマヅミ,jamazɯmi,和
横向き,ヨコムキ,jokomɯki,和
立像,リツゾウ,ɾit͡sɯzoː,漢
ルーブル,ルーブル,ɾɯːbɯɾɯ,固
後退り,アトズサリ,atozɯsaɾi,和
イワタ,イワタ,iɰata,固
ＥＭ,イーエム,iːemɯ,記号
演芸,エンゲイ,eŋɡeː,漢
オオガキ,オオガキ,oːɡaki,固
思い思い,オモイオモイ,omoiomoi,和
